id	cog	domain
A0A7V5E6S8		bacteria
A0A7V5E8V8		bacteria
A0A7V5E9Q1		bacteria
A0A7V5E9V1		bacteria
A0A7V5ESG3		bacteria
A0A7V5FP68		bacteria
A0A7V5FSJ6		bacteria
A0A7V5FSL1		bacteria
A0A7V5FUX2		bacteria
A0A7V5IF29		bacteria
A0A7V5K6P6		bacteria
A0A7V5K8R5		bacteria
A0A7V5M7A8		bacteria
A0A7V5N3N3		bacteria
A0A7V5NZ56		bacteria
A0A7V5NZ63		bacteria
A0A7V5PB30		bacteria
A0A7V5PMJ2		bacteria
A0A7V5PMK4		bacteria
A0A7V5PVD8		bacteria
A0A7V5PWY2		bacteria
A0A7V5PXS9		bacteria
A0A7V5R2V6		bacteria
A0A7V5R468		bacteria
A0A7V5R8Z1		bacteria
A0A7V5T4M8		bacteria
A0A7V5U285		bacteria
A0A7V5U7H8		bacteria
A0A7V5UHV6		bacteria
A0A7V5Z085		bacteria
A0A7V6A2A1		bacteria
A0A7V6A2I3		bacteria
A0A7V6A351		bacteria
A0A7V6A4L7		bacteria
A0A7V6A5V3		bacteria
A0A7V6C6X7		bacteria
A0A7V6C814		bacteria
A0A7V6CDS2		bacteria
A0A7V6DNX8		bacteria
A0A7V6DP20		bacteria
A0A7V6FDP0		bacteria
A0A7V6G1G5		bacteria
A0A7V6G9H6		bacteria
A0A7V6GD05		bacteria
A0A7V6HB60		bacteria
A0A7V6HBW7		bacteria
A0A7V6KFA8		bacteria
A0A7V6KWM5		bacteria
A0A7V6KXD8		bacteria
A0A7V6KXF4		bacteria
A0A7V6LAI4		bacteria
A0A7V6LET9		bacteria
A0A7V6MXL9		bacteria
A0A7V6NKQ1		bacteria
A0A7V6Q4Z5		bacteria
A0A7V6QMU4		bacteria
A0A7V6RM00		bacteria
A0A7V6RNV5		bacteria
A0A7V6TN61		bacteria
A0A7V6TND9		bacteria
A0A7V6TNH2		bacteria
A0A7V6V4N7		bacteria
A0A7V6V558		bacteria
A0A7V6VN61		bacteria
A0A7V6VPC1		bacteria
A0A7V6VUV5		bacteria
A0A7V6WGU4		bacteria
A0A7V6WIB3		bacteria
A0A7V6WIN5		bacteria
A0A7V6WL81		bacteria
A0A7V6YER7		bacteria
A0A7V6YEX4		bacteria
A0A7V6YF53		bacteria
A0A7V6YWF8		bacteria
A0A7V6ZCR8		bacteria
A0A7V6ZE54		bacteria
A0A7V7BH05		bacteria
A0A7V7C714		bacteria
A0A7V7CQM3		bacteria
A0A7V7CR55		bacteria
A0A7V7CRD5		bacteria
A0A7V7CSL9		bacteria
A0A7V7CSP5		bacteria
A0A7V7CYX4		bacteria
A0A7V7D241		bacteria
A0A7V7D2P5		bacteria
A0A7V7D9K6		bacteria
A0A7V7DB17		bacteria
A0A7V7DDD4		bacteria
A0A7V7DDE2		bacteria
A0A7V7DEU0		bacteria
A0A7V7DPJ8		bacteria
A0A7V7DS82		bacteria
A0A7V7DS96		bacteria
A0A7V7DTY0		bacteria
A0A7V7E020		bacteria
A0A7V7F2W2		bacteria
A0A7V7F346		bacteria
A0A7V7MPN2		bacteria
A0A7V7RHC2		bacteria
A0A7V7X5X7		bacteria
A0A7V8NN35		bacteria
A0A7V8NXH3		bacteria
A0A7V8WSQ6		bacteria
A0A7V8X5F1		bacteria
A0A7V8XR49		bacteria
A0A7V8XTE3		bacteria
A0A7V8YJX3		bacteria
A0A7V8YN12		bacteria
A0A7V9BCT5		bacteria
A0A7V9BNR3		bacteria
A0A7V9BQD3		bacteria
A0A7V9BZV3		bacteria
A0A7V9CNZ7		bacteria
A0A7V9D241		bacteria
A0A7V9D4E4		bacteria
A0A7V9D7W5		bacteria
A0A7V9D994		bacteria
A0A7V9DMW3		bacteria
A0A7V9EKL6		bacteria
A0A7V9F8L6		bacteria
A0A7V9FE93		bacteria
A0A7V9HTV1		bacteria
A0A7V9HUW3		bacteria
A0A7V9HZ86		bacteria
A0A7V9IKK3		bacteria
A0A7V9ILE2		bacteria
A0A7V9JBZ1		bacteria
A0A7V9JVA9		bacteria
A0A7V9KMB0		bacteria
A0A7V9LU80		bacteria
A0A7V9LVK2		bacteria
A0A7V9NDS1		bacteria
A0A7V9QNV3		bacteria
A0A7V9RF67		bacteria
A0A7V9U157		bacteria
A0A7V9U211		bacteria
A0A7V9UDZ3		bacteria
A0A7V9VA12		bacteria
A0A7V9ZCW4		bacteria
A0A7V9ZJ37		bacteria
A0A7W0A4A6		bacteria
A0A7W0ESM0		bacteria
A0A7W0EUP9		bacteria
A0A7W0EUT7		bacteria
A0A7W0EVP2		bacteria
A0A7W0EYZ4		bacteria
A0A7W0GNI4		bacteria
A0A7W0GUH6		bacteria
A0A7W0HE23		bacteria
A0A7W0HFU7		bacteria
A0A7W0IQW8		bacteria
A0A7W0IR22		bacteria
A0A7W0JNG3		bacteria
A0A7W0K870		bacteria
A0A7W0KUY9		bacteria
A0A7W0N1K0		bacteria
A0A7W0NAQ9		bacteria
A0A7W0NCV6		bacteria
A0A7W0NDF5		bacteria
A0A7W0NV98		bacteria
A0A7W0NYI8		bacteria
A0A7W0Q643		bacteria
A0A7W0QD75		bacteria
A0A7W0RS77		bacteria
A0A7W0TLZ0		bacteria
A0A7W0U5K6		bacteria
A0A7W0VKL9		bacteria
A0A7W0W1N2		bacteria
A0A7W0Y039		bacteria
A0A7W0YCD2		bacteria
A0A7W0YMN9		bacteria
A0A7W0ZEB0		bacteria
A0A7W1AW15		bacteria
A0A7W1BKK2		bacteria
A0A7W1BWD0		bacteria
A0A7W1C5L5		bacteria
A0A7W1DAD9		bacteria
A0A7W1DD20		bacteria
A0A7W1DKL0		bacteria
A0A7W1DPF5		bacteria
A0A7W1DW94		bacteria
A0A7W1DYN9		bacteria
A0A7W1E4P3		bacteria
A0A7W1EPF6		bacteria
A0A7W1F9X0		bacteria
A0A7W1GEI7		bacteria
A0A7W1H5N6		bacteria
A0A7W1H7F1		bacteria
A0A7W1HJK4		bacteria
A0A7W1JTB6		bacteria
A0A7W1K438		bacteria
A0A7W1KN87		bacteria
A0A7W1KQ91		bacteria
A0A7W1KVG4		bacteria
A0A7W1L0P3		bacteria
A0A7W1L291		bacteria
A0A7W1LXQ8		bacteria
A0A7W1MN32		bacteria
A0A7W1MPS5		bacteria
A0A7W1PB92		bacteria
A0A7W1PL71		bacteria
A0A7W1PMY6		bacteria
A0A7W1Q0V7		bacteria
A0A7W1R263		bacteria
A0A7W1R7Q4		bacteria
A0A7W1SY60		bacteria
A0A7W1TI59		bacteria
A0A7W1TJU5		bacteria
A0A7W1TS82		bacteria
A0A7W1USM4		bacteria
A0A7W1W3B0		bacteria
A0A7W1YXP4		bacteria
A0A7W2C9T9		bacteria
A0A7W2CE04		bacteria
A0A7W2CER7		bacteria
A0A7W2V739		bacteria
A0A7W2XAN5		bacteria
A0A7W2ZB44		bacteria
A0A7W2ZZF9		bacteria
A0A7W3B2J4		bacteria
A0A7W3C7Z9		bacteria
A0A7W3E343		bacteria
A0A7W3F581		bacteria
A0A7W3W0P5		bacteria
A0A7W4KLP1		bacteria
A0A7X0WM63		bacteria
A0A7X1BT25		bacteria
A0A7X1GK62		bacteria
A0A7X1GK94		bacteria
A0A7X1GPI4		bacteria
A0A7X1GQ99		bacteria
A0A7X1GQA6		bacteria
A0A7X1GST4		bacteria
A0A7X1GTX7		bacteria
A0A7X1GWX8		bacteria
A0A7X1GZX7		bacteria
A0A7X1GZY1		bacteria
A0A7X1GZY5		bacteria
A0A7X1H129		bacteria
A0A7X1H2Z1		bacteria
A0A7X1H327		bacteria
A0A7X1H451		bacteria
A0A7X1H4C8		bacteria
A0A7X1H6B9		bacteria
A0A7X1H712		bacteria
A0A7X1L666		bacteria
A0A7X1L8E1		bacteria
A0A7X1L8G6		bacteria
A0A7X1LA02		bacteria
A0A7X1LAU5		bacteria
A0A7X1P159		bacteria
A0A7X1P473		bacteria
A0A7X2JBZ0		bacteria
A0A7X2PLG5		bacteria
A0A7X3MFK5		bacteria
A0A7X3SI10		bacteria
A0A7X3XIS6		bacteria
A0A7X3Y325		bacteria
A0A7X3Y9Q5		bacteria
A0A7X3YEB2		bacteria
A0A7X4B8H3		bacteria
A0A7X4DNI8		bacteria
A0A7X4JSZ3		bacteria
A0A7X4KVB9		bacteria
A0A7X5B6V9		bacteria
A0A7X5BDK0		bacteria
A0A7X5BF65		bacteria
A0A7X5BJ62		bacteria
A0A7X5BUJ1		bacteria
A0A7X5NKX9		bacteria
A0A7X5P727		bacteria
A0A7X5SWL2		bacteria
A0A7X5WPG8		bacteria
A0A7X6PQQ2		bacteria
A0A7X6PS95		bacteria
A0A7X6PT67		bacteria
A0A7X6PTB5		bacteria
A0A7X6PU83		bacteria
A0A7X6Q0X6		bacteria
A0A7X6Q237		bacteria
A0A7X6QFE9		bacteria
A0A7X6QGT8		bacteria
A0A7X6SAI5		bacteria
A0A7X6SBG2		bacteria
A0A7X6SC09		bacteria
A0A7X6SYC4		bacteria
A0A7X6T2Y2		bacteria
A0A7X6TK51		bacteria
A0A7X6TWB4		bacteria
A0A7X6TWS5		bacteria
A0A7X6TWT2		bacteria
A0A7X6TXE0		bacteria
A0A7X6TXU3		bacteria
A0A7X6TYT9		bacteria
A0A7X6TZK9		bacteria
A0A7X6U108		bacteria
A0A7X6UF81		bacteria
A0A7X6VL99		bacteria
A0A7X6VMQ0		bacteria
A0A7X6VTP9		bacteria
A0A7X6VTQ3		bacteria
A0A7X6W085		bacteria
A0A7X6WCD6		bacteria
A0A7X6WDB0		bacteria
A0A7X6WH84		bacteria
A0A7X6WL62		bacteria
A0A7X6X124		bacteria
A0A7X6X1Q2		bacteria
A0A7X6X415		bacteria
A0A7X6XII0		bacteria
A0A7X6XUJ8		bacteria
A0A7X6YX05		bacteria
A0A7X6ZC07		bacteria
A0A7X6ZC89		bacteria
A0A7X6ZCH6		bacteria
A0A7X6ZDH1		bacteria
A0A7X6ZXR5		bacteria
A0A7X7A9X6		bacteria
A0A7X7AAH5		bacteria
A0A7X7AAR4		bacteria
A0A7X7ANP7		bacteria
A0A7X7B937		bacteria
A0A7X7BGY5		bacteria
A0A7X7BH32		bacteria
A0A7X7BJT0		bacteria
A0A7X7BLX7		bacteria
A0A7X7BMD4		bacteria
A0A7X7BP99		bacteria
A0A7X7CEZ0		bacteria
A0A7X7CF34		bacteria
A0A7X7DUF2		bacteria
A0A7X7DVM9		bacteria
A0A7X7FNF4		bacteria
A0A7X7GBV9		bacteria
A0A7X7GEL5		bacteria
A0A7X7JDQ8		bacteria
A0A7X7JYR4		bacteria
A0A7X7LMC5		bacteria
A0A7X7LQS2		bacteria
A0A7X7M691		bacteria
A0A7X7M7I9		bacteria
A0A7X7NTL6		bacteria
A0A7X7NUB0		bacteria
A0A7X7NX87		bacteria
A0A7X7PMG5		bacteria
A0A7X7Q0I4		bacteria
A0A7X7QAE4		bacteria
A0A7X7R415		bacteria
A0A7X7R455		bacteria
A0A7X7RCX2		bacteria
A0A7X7RDF8		bacteria
A0A7X7RDL2		bacteria
A0A7X7S7H1		bacteria
A0A7X7SJ76		bacteria
A0A7X7SLS8		bacteria
A0A7X7T3S4		bacteria
A0A7X7TJK3		bacteria
A0A7X7TJU2		bacteria
A0A7X7TKU5		bacteria
A0A7X7VV63		bacteria
A0A7X7WJ69		bacteria
A0A7X7WRT0		bacteria
A0A7X7X9T2		bacteria
A0A7X7Y330		bacteria
A0A7X7Y8T3		bacteria
A0A7X7Y908		bacteria
A0A7X7Y9F2		bacteria
A0A7X7YP06		bacteria
A0A7X7ZU95		bacteria
A0A7X8A8Y9		bacteria
A0A7X8AIH1		bacteria
A0A7X8AIY9		bacteria
A0A7X8AVK1		bacteria
A0A7X8AWU3		bacteria
A0A7X8B157		bacteria
A0A7X8B2K3		bacteria
A0A7X8B566		bacteria
A0A7X8BFV5		bacteria
A0A7X8BGV8		bacteria
A0A7X8BHD9		bacteria
A0A7X8BHS0		bacteria
A0A7X8CA14		bacteria
A0A7X8CAJ0		bacteria
A0A7X8CB16		bacteria
A0A7X8CD50		bacteria
A0A7X8CDD7		bacteria
A0A7X8CE79		bacteria
A0A7X8CEX6		bacteria
A0A7X8CFZ2		bacteria
A0A7X8DFT0		bacteria
A0A7X8DGE7		bacteria
A0A7X8DIL0		bacteria
A0A7X8DJW0		bacteria
A0A7X8E4K7		bacteria
A0A7X8E701		bacteria
A0A7X8E723		bacteria
A0A7X8E8D3		bacteria
A0A7X8EIX8		bacteria
A0A7X8END1		bacteria
A0A7X8FDH4		bacteria
A0A7X8FQA3		bacteria
A0A7X8FQI4		bacteria
A0A7X8FSL0		bacteria
A0A7X8FT10		bacteria
A0A7X8G385		bacteria
A0A7X8GI40		bacteria
A0A7X8GNH8		bacteria
A0A7X8GNR6		bacteria
A0A7X8H4T9		bacteria
A0A7X8H5F8		bacteria
A0A7X8HKS7		bacteria
A0A7X8HN55		bacteria
A0A7X8HNY5		bacteria
A0A7X8HPY2		bacteria
A0A7X8I1E3		bacteria
A0A7X8I206		bacteria
A0A7X8I7N8		bacteria
A0A7X8I949		bacteria
A0A7X8ISC5		bacteria
A0A7X8IYN9		bacteria
A0A7X8J090		bacteria
A0A7X8K108		bacteria
A0A7X8K1Q0		bacteria
A0A7X8K2N7		bacteria
A0A7X8K4W7		bacteria
A0A7X8K5B2		bacteria
A0A7X8K825		bacteria
A0A7X8KKU4		bacteria
A0A7X8KND6		bacteria
A0A7X8KX37		bacteria
A0A7X8KZK9		bacteria
A0A7X8LGM3		bacteria
A0A7X8LML1		bacteria
A0A7X8LN01		bacteria
A0A7X8MKF5		bacteria
A0A7X8MKU2		bacteria
A0A7X8Q5F6		bacteria
A0A7X8QCH4		bacteria
A0A7X8QHG4		bacteria
A0A7X8QQT7		bacteria
A0A7X8RBG4		bacteria
A0A7X8RBT8		bacteria
A0A7X8U2S0		bacteria
A0A7X8U2U7		bacteria
A0A7X8U8A4		bacteria
A0A7X8UBS4		bacteria
A0A7X8UL36		bacteria
A0A7X8VAK8		bacteria
A0A7X8X2P4		bacteria
A0A7X8X4N2		bacteria
A0A7X8X540		bacteria
A0A7X8YPX9		bacteria
A0A7X8YQD6		bacteria
A0A7X8YRI1		bacteria
A0A7X8YWR4		bacteria
A0A7X9AMF0		bacteria
A0A7X9B924		bacteria
A0A7X9BA14		bacteria
A0A7X9BA69		bacteria
A0A7X9BE53		bacteria
A0A7X9BXP8		bacteria
A0A7X9CDD5		bacteria
A0A7X9CEW0		bacteria
A0A7X9CF38		bacteria
A0A7X9CNK2		bacteria
A0A7X9CP02		bacteria
A0A7X9CXQ0		bacteria
A0A7X9DW70		bacteria
A0A7X9FK36		bacteria
A0A7X9G1M8		bacteria
A0A7X9GE06		bacteria
A0A7X9GH93		bacteria
A0A7X9GHM2		bacteria
A0A7X9GIJ4		bacteria
A0A7X9GW89		bacteria
A0A7X9GWF6		bacteria
A0A7X9H009		bacteria
A0A7X9H052		bacteria
A0A7X9HW92		bacteria
A0A7X9I464		bacteria
A0A7X9ICK4		bacteria
A0A7X9IF54		bacteria
A0A7X9IG06		bacteria
A0A7X9IGB4		bacteria
A0A7X9JEJ7		bacteria
A0A7X9JG24		bacteria
A0A7X9JUV9		bacteria
A0A7X9JVT8		bacteria
A0A7X9KFC1		bacteria
A0A7X9KFE0		bacteria
A0A7X9KFK1		bacteria
A0A7X9KG00		bacteria
A0A7X9M1F6		bacteria
A0A7X9PYG5		bacteria
A0A7X9Q1A7		bacteria
A0A7X9Q8Z6		bacteria
A0A7X9T567		bacteria
A0A7X9T5A9		bacteria
A0A7X9T653		bacteria
A0A7X9XWU8		bacteria
A0A7X9XX20		bacteria
A0A7X9XXE2		bacteria
A0A7X9XXL0		bacteria
A0A7Y0EKQ2		bacteria
A0A7Y0EKU0		bacteria
A0A7Y0HPP4		bacteria
A0A7Y0KE61		bacteria
A0A7Y0L4R5		bacteria
A0A7Y0L5H1		bacteria
A0A7Y0PQL3		bacteria
A0A7Y0Q218		bacteria
A0A7Y0Q2W4		bacteria
A0A7Y1SRP0		bacteria
A0A7Y1SWH9		bacteria
A0A7Y1TU91		bacteria
A0A7Y1U1I8		bacteria
A0A7Y1UVM5		bacteria
A0A7Y1VJE2		bacteria
A0A7Y1XXJ1		bacteria
A0A7Y1Z1X8		bacteria
A0A7Y1ZYM0		bacteria
A0A7Y2AI82		bacteria
A0A7Y2D7N2		bacteria
A0A7Y2DBY9		bacteria
A0A7Y2DMK5		bacteria
A0A7Y2DQZ2		bacteria
A0A7Y2EP19		bacteria
A0A7Y2ETW4		bacteria
A0A7Y2EVT5		bacteria
A0A7Y2EZB5		bacteria
A0A7Y2GJL9		bacteria
A0A7Y2GSB4		bacteria
A0A7Y2I3I2		bacteria
A0A7Y2I3L1		bacteria
A0A7Y2I482		bacteria
A0A7Y2IQM9		bacteria
A0A7Y2JRD2		bacteria
A0A7Y2KJ20		bacteria
A0A7Y2L7D9		bacteria
A0A7Y2N3F3		bacteria
A0A7Y2N3Q1		bacteria
A0A7Y2N7G4		bacteria
A0A7Y2N7W9		bacteria
A0A7Y2PAP5		bacteria
A0A7Y2PAR5		bacteria
A0A7Y2SLP0		bacteria
A0A7Y2ULL9		bacteria
A0A7Y2UPM3		bacteria
A0A7Y2UPZ7		bacteria
A0A7Y2XNF2		bacteria
A0A7Y2XWJ5		bacteria
A0A7Y2Z8K9		bacteria
A0A7Y2ZCX0		bacteria
A0A7Y2ZD23		bacteria
A0A7Y2ZDI0		bacteria
A0A7Y2ZWF1		bacteria
A0A7Y2ZXG1		bacteria
A0A7Y2ZYL5		bacteria
A0A7Y2ZYM1		bacteria
A0A7Y2ZZB5		bacteria
A0A7Y2ZZL9		bacteria
A0A7Y3AHY0		bacteria
A0A7Y3AIH8		bacteria
A0A7Y3BY51		bacteria
A0A7Y3CGZ2		bacteria
A0A7Y3CH38		bacteria
A0A7Y3CHG8		bacteria
A0A7Y3CIT6		bacteria
A0A7Y3D940		bacteria
A0A7Y3DJX0		bacteria
A0A7Y3DNZ1		bacteria
A0A7Y3DPY6		bacteria
A0A7Y3DQ64		bacteria
A0A7Y3DQC0		bacteria
A0A7Y3DQF4		bacteria
A0A7Y3DQH8		bacteria
A0A7Y3DU12		bacteria
A0A7Y3DU36		bacteria
A0A7Y3DU40		bacteria
A0A7Y3DUB4		bacteria
A0A7Y3EAY2		bacteria
A0A7Y3EAY5		bacteria
A0A7Y3EBK8		bacteria
A0A7Y3ECK9		bacteria
A0A7Y3ETX0		bacteria
A0A7Y3FM74		bacteria
A0A7Y3FMX6		bacteria
A0A7Y3FWL7		bacteria
A0A7Y3FWT5		bacteria
A0A7Y3FX10		bacteria
A0A7Y3FX80		bacteria
A0A7Y3FX97		bacteria
A0A7Y3G3H0		bacteria
A0A7Y3GDX0		bacteria
A0A7Y3GHL1		bacteria
A0A7Y3GHQ2		bacteria
A0A7Y3GHX1		bacteria
A0A7Y3GJI7		bacteria
A0A7Y3GKM7		bacteria
A0A7Y3GL48		bacteria
A0A7Y3GWB7		bacteria
A0A7Y3GZK6		bacteria
A0A7Y3KE57		bacteria
A0A7Y3LF73		bacteria
A0A7Y3PHL6		bacteria
A0A7Y3R387		bacteria
A0A7Y3VCV7		bacteria
A0A7Y4J3R4		bacteria
A0A7Y4JKB6		bacteria
A0A7Y4JTY9		bacteria
A0A7Y4KSA1		bacteria
A0A7Y4MNX1		bacteria
A0A7Y4NH31		bacteria
A0A7Y4SVH5		bacteria
A0A7Y4U3M5		bacteria
A0A7Y4VS38		bacteria
A0A7Y4X2C5		bacteria
A0A7Y4X6J0		bacteria
A0A7Y5BMU3		bacteria
A0A7Y5BS84		bacteria
A0A7Y5CSI0		bacteria
A0A7Y5ENE3		bacteria
A0A7Y5EPS5		bacteria
A0A7Y5FYW4		bacteria
A0A7Y5HE51		bacteria
A0A7Y5HJC7		bacteria
A0A7Y5JIJ2		bacteria
A0A7Y5K9G6		bacteria
A0A7Y5LYK0		bacteria
A0A7Y5LZT6		bacteria
A0A7Y5MZI5		bacteria
A0A7Y5PC05		bacteria
A0A7Y5PX55		bacteria
A0A7Y5QXT2		bacteria
A0A7Y5RQE8		bacteria
A0A7Y5V4V8		bacteria
A0A7Y5VPL9		bacteria
A0A7Y5WP04		bacteria
A0A7Y5WTB6		bacteria
A0A7Y5WU37		bacteria
A0A7Y5X351		bacteria
A0A7Y5Y9A2		bacteria
A0A7Y6I5I0		bacteria
A0A7Y6PZA9		bacteria
A0A7Y7YKT1		bacteria
A0A7Y7YMV4		bacteria
A0A7Y8H8M3		bacteria
A0A7Y8H951		bacteria
A0A7Y8HBC4		bacteria
A0A7Y8HDV5		bacteria
A0A7Y8HGH2		bacteria
A0A7Y8HH72		bacteria
A0A7Y8IF36		bacteria
A0A7Y8IGA8		bacteria
A0A7Y8IGP5		bacteria
A0A7Y8III2		bacteria
A0A7Y8IIJ9		bacteria
A0A7Y8IJI2		bacteria
A0A7Y8IS43		bacteria
A0A7Y8IS44		bacteria
A0A7Y8IU62		bacteria
A0A7Y8IV56		bacteria
A0A7Y8IVV4		bacteria
A0A7Y8J1T8		bacteria
A0A7Y8L6Q9		bacteria
A0A7Y8LE52		bacteria
A0A7Y8LFE2		bacteria
A0A7Y8LNN0		bacteria
A0A7Y8LPJ5		bacteria
A0A7Y8LQS1		bacteria
A0A7Y8LRH7		bacteria
A0A7Y8LSK6		bacteria
A0A7Y8LW05		bacteria
A0A7Y8P1V3		bacteria
A0A7Y8VRV6		bacteria
A0A7Y8WKM5		bacteria
A0A7Y9B1I0		bacteria
A0A7Z0LEY7		bacteria
A0A7Z0LFI1		bacteria
A0A7Z0LFS6		bacteria
A0A7Z0LFZ9		bacteria
A0A7Z1BKW4		bacteria
A0A7Z1CXT1		bacteria
A0A7Z1J2P6		bacteria
A0A7Z1T0M2		bacteria
A0A7Z1TUI8		bacteria
A0A7Z3TQA2		bacteria
A0A7Z8B209		bacteria
A0A7Z9G5C9		bacteria
A0A7Z9GZD9		bacteria
A0A7Z9HX61		bacteria
A0A7Z9JX91		bacteria
A0A7Z9JYG4		bacteria
A0A7Z9JYT4		bacteria
A0A7Z9M543		bacteria
A0A7Z9N0K8		bacteria
A0A7Z9N3I6		bacteria
A0A7Z9N448		bacteria
A0A7Z9Q1J8		bacteria
A0A7Z9Q7G9		bacteria
A0A7Z9Q7M0		bacteria
A0A7Z9Q9A5		bacteria
A0A7Z9QF51		bacteria
A0A7Z9QFK0		bacteria
A0A7Z9QI22		bacteria
A0A7Z9R3Q4		bacteria
A0A7Z9T848		bacteria
A0A7Z9TGP9		bacteria
A0A7Z9TIM3		bacteria
A0A7Z9UHF4		bacteria
A0A7Z9UMA6		bacteria
A0A7Z9UT09		bacteria
A0A7Z9W8M2		bacteria
A0A7Z9WCB3		bacteria
A0A7Z9WCI3		bacteria
A0A7Z9WDG9		bacteria
A0A7Z9WKF3		bacteria
A0A7Z9WLU0		bacteria
A0A7Z9WW10		bacteria
A0A7Z9XHJ2		bacteria
A0A7Z9XLK5		bacteria
A0A7Z9Y305		bacteria
A0A7Z9Y549		bacteria
A0A7Z9YUL3		bacteria
A0A7Z9ZM99		bacteria
A0A800A2C8		bacteria
A0A800ADN3		bacteria
A0A800ADX3		bacteria
A0A800BE90		bacteria
A0A800BNC6		bacteria
A0A800BNW8		bacteria
A0A800BP91		bacteria
A0A800BT05		bacteria
A0A800DHN0		bacteria
A0A800DT64		bacteria
A0A800FHK0		bacteria
A0A800FIH8		bacteria
A0A800G4Z2		bacteria
A0A800HB77		bacteria
A0A800IBS8		bacteria
A0A800JDW8		bacteria
A0A800JHS6		bacteria
A0A800JKC1		bacteria
A0A800JSS6		bacteria
A0A800KBR3		bacteria
A0A800KBX4		bacteria
A0A800L7M9		bacteria
A0A800M9R4		bacteria
A0A800YKZ9		bacteria
A0A807ZH22		bacteria
A0A807ZLV1		bacteria
A0A807ZNS7		bacteria
A0A808XJ89		bacteria
A0A808XNW5		bacteria
A0A810L871		bacteria
A0A810Q210		bacteria
A0A823T8F6		bacteria
A0A823WTP2		bacteria
A0A824KBG7		bacteria
A0A824TBM2		bacteria
A0A824ZF30		bacteria
A0A825A253		bacteria
A0A825I7F7		bacteria
A0A825V8L4		bacteria
A0A826LD11		bacteria
A0A826W1H1		bacteria
A0A826WYI1		bacteria
A0A826X225		bacteria
A0A826XDD3		bacteria
A0A826YKV9		bacteria
A0A827HN59		bacteria
A0A827IZB9		bacteria
A0A827QNY5		bacteria
A0A829ZQL8		bacteria
A0A831KE95		bacteria
A0A831KIC0		bacteria
A0A831P3C5		bacteria
A0A831QEX6		bacteria
A0A831QFZ6		bacteria
A0A831QGT9		bacteria
A0A831TF52		bacteria
A0A831U0A4		bacteria
A0A831WXQ2		bacteria
A0A831X1B9		bacteria
A0A831XF15		bacteria
A0A831XQI6		bacteria
A0A831XR45		bacteria
A0A831Y4M0		bacteria
A0A831Y6J0		bacteria
A0A831Y7W8		bacteria
A0A831ZMT6		bacteria
A0A831ZMY0		bacteria
A0A832A3I7		bacteria
A0A832A3S1		bacteria
A0A832A857		bacteria
A0A832D4F0		bacteria
A0A832D9E1		bacteria
A0A832EAD5		bacteria
A0A832EBP0		bacteria
A0A832EI65		bacteria
A0A832FRN0		bacteria
A0A832GP39		bacteria
A0A832HAE4		bacteria
A0A832IDQ5		bacteria
A0A832IFC3		bacteria
A0A832JUI4		bacteria
A0A832NGI5		bacteria
A0A832NHC7		bacteria
A0A832NID7		bacteria
A0A832PJ79		bacteria
A0A832PJT3		bacteria
A0A832QUF3		bacteria
A0A832SKL2		archaea
A0A832SW56		archaea
A0A832T292		archaea
A0A832T5Z0		archaea
A0A832WLC3		archaea
A0A832WLG8		archaea
A0A832WPX5		archaea
A0A832YP92		archaea
A0A832YPU2		archaea
A0A832YPZ7		archaea
A0A832YR75		archaea
A0A832YRG4		archaea
A0A832YT77		archaea
A0A832YTG8		archaea
A0A832YYC2		archaea
A0A832ZBZ5		archaea
A0A832ZGJ2		archaea
A0A832ZJU0		archaea
A0A832ZXU0		archaea
A0A833A0Z8		archaea
A0A833A1U3		archaea
A0A833A288		archaea
A0A833A2B3		archaea
A0A833EBX0		archaea
A0A833HI24		bacteria
A0A833HLM6		bacteria
A0A833HP31		bacteria
A0A833HPM6		bacteria
A0A833HQU6		bacteria
A0A833JZX2		bacteria
A0A833M7G9		bacteria
A0A833M867		bacteria
A0A833M877		bacteria
A0A833M910		bacteria
A0A836QGD0		bacteria
A0A836VE60		bacteria
A0A836VZ90		bacteria
A0A836W1N0		bacteria
A0A838DV96		bacteria
A0A838EAB6		bacteria
A0A838EJ76		bacteria
A0A838H7C0		bacteria
A0A838H9P7		bacteria
A0A838JFQ9		bacteria
A0A838K0Z3		bacteria
A0A838MXG8		bacteria
A0A838NGI3		bacteria
A0A838NTD4		bacteria
A0A838P7K1		bacteria
A0A838PYP8		bacteria
A0A838Q539		bacteria
A0A838RXJ0		bacteria
A0A838T2N0		bacteria
A0A838Y721		bacteria
A0A838ZAS7		bacteria
A0A838ZF45		bacteria
A0A839BNZ0		bacteria
A0A839CP78		bacteria
A0A842J9P3		bacteria
A0A842JG79		bacteria
A0A842NQ71		bacteria
A0A842RYA6		archaea
A0A844CML4		bacteria
A0A844CN43		bacteria
A0A844F6Z9		bacteria
A0A844FAS6		bacteria
A0A844FB54		bacteria
A0A844FDX6		bacteria
A0A844FE25		bacteria
A0A844FGX4		bacteria
A0A844IZX8		bacteria
A0A845C3B5		bacteria
A0A845CGL8		bacteria
A0A845CR61		bacteria
A0A845KLR4		bacteria
A0A845KMC0		bacteria
A0A845KUZ4		bacteria
A0A845KVY2		bacteria
A0A845LJ33		bacteria
A0A845LJN4		bacteria
A0A845LKE2		bacteria
A0A845LNX0		bacteria
A0A845LNY7		bacteria
